Datum;Anfang;Ende;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
12.06.2015;00:00;00:00;92.208,5;49.637,25;8.783;46.994;199.814,75;2.813;215.402;327.440,25;272.733,25;28.199,25;30.970,75;176.483
13.06.2015;00:00;00:00;91.771;50.103,75;23.139,5;114.343,5;143.344;2.541;206.699;311.725,5;87.656,75;22.813,5;22.887,25;106.759,25
14.06.2015;00:00;00:00;92.758;50.527,25;14.474,25;103.283,25;166.147,25;2.542,5;203.701;283.104,5;61.658,75;24.163;24.254,5;107.221,25
15.06.2015;00:00;00:00;92.328;51.296,75;19.495,25;97.091,75;133.095,75;2.721,5;209.943,75;324.649,25;224.080;27.879;28.590;154.806,25
16.06.2015;00:00;00:00;92.054,25;52.145;13.948;77.089;137.919,5;2.784,75;213.264;329.922,75;265.613,25;26.777,5;23.269;164.608,25
17.06.2015;00:00;00:00;91.517,25;52.912;30.859,75;90.243,75;192.863;2.840,5;213.903,25;322.231,75;234.241,25;28.103,75;27.048,25;142.959,5
18.06.2015;00:00;00:00;90.885,25;52.878,25;32.746,5;186.895,25;87.712,25;2.750,25;212.884,5;342.852,5;256.004,25;21.392;33.308,75;162.254,75
19.06.2015;00:00;00:00;90.775;52.199,75;36.075,5;186.404,75;104.665;2.833,75;200.087,5;332.797,75;253.086,75;26.189,25;28.499,25;146.798
20.06.2015;00:00;00:00;91.015;53.231;15.562,75;127.453,5;107.566,75;2.880,5;180.704;300.758;101.467;22.773,5;25.802,25;108.629,25
21.06.2015;00:00;00:00;91.858,25;53.412,5;10.671;63.819,25;107.638;2.687,75;177.535,5;302.685,25;71.014,5;21.358,25;29.336,25;108.550,75
22.06.2015;00:00;00:00;91.203,5;52.469,75;6.750,25;119.582,25;90.984;2.707,75;183.632,5;326.170;256.820,25;28.282;38.097;177.330,25
23.06.2015;00:00;00:00;91.188;51.108;23.737;168.245;126.520,5;2.973;204.960,5;348.373,25;280.781,75;26.941,75;16.589,5;166.094
24.06.2015;00:00;00:00;87.949,5;50.963,75;27.716,5;162.552,75;132.834,25;2.963,25;216.097,75;352.062;258.697;26.408,5;28.401,75;164.344,5
25.06.2015;00:00;00:00;91.990,5;50.585;2.865,75;48.914;175.956,75;2.955,75;215.983,5;346.084,25;285.539,5;21.981,75;31.549;178.515
26.06.2015;00:00;00:00;91.940;51.532,5;2.245,75;25.408,75;157.908,75;2.849,75;214.712,5;344.033,5;296.206,75;17.634;29.922,75;173.287,25
27.06.2015;00:00;00:00;92.399;50.768,5;8.142,75;150.722;112.502,75;2.661,5;209.958,75;347.437,25;127.723,5;14.786,25;24.640;110.572,25
28.06.2015;00:00;00:00;92.888;50.727;11.208,75;61.313,25;186.137,75;2.610;195.677,25;323.802,5;79.084,75;31.827,25;22.327,75;105.319,5
29.06.2015;00:00;00:00;92.172,25;50.934;5.667,5;46.859,75;182.153,75;2.707;198.881,5;356.216;291.929,5;26.985;33.727,25;174.144,75
30.06.2015;00:00;00:00;91.406,75;51.478,5;2.119,75;37.789;207.983,25;2.714,5;196.911;331.747,5;319.439,5;26.347,25;35.321,5;185.654,75
01.07.2015;00:00;00:00;91.089,5;51.458;26.174,75;118.749,25;217.829;2.297,25;206.299,75;333.022,5;291.209,75;32.562,25;35.284,75;162.994,25
02.07.2015;00:00;00:00;90.944,75;52.177,25;36.830,5;185.107,75;212.960,75;2.279,5;206.343;347.933,25;258.314,25;30.436;45.542,25;162.765
03.07.2015;00:00;00:00;90.570,75;51.039,5;6.006;80.498,75;189.465,75;2.505,5;175.014,25;341.379,75;268.038,25;52.350,25;39.999,5;178.117
04.07.2015;00:00;00:00;89.963,25;50.181,25;9.806,5;72.082,75;196.261,5;2.100,75;151.614,25;329.540;190.187;28.916,5;30.099,5;140.078
05.07.2015;00:00;00:00;89.429,75;49.270,5;6.067,75;80.317,5;174.594;2.085,5;153.796,75;329.517,75;136.384;27.361;28.524,25;102.302
06.07.2015;00:00;00:00;90.811;48.862,25;26.693,25;163.693,5;190.644,25;2.195,75;156.094;358.495,75;214.223;36.284,5;41.057,75;164.797
07.07.2015;00:00;00:00;90.662,25;49.112;15.158;85.404,75;184.434,5;2.176,25;155.877,5;365.025;248.633,25;45.177;29.221;173.792,5
08.07.2015;00:00;00:00;89.981,25;48.988,75;45.049,5;366.535;127.194,25;2.249,25;150.446;353.150,75;197.440;27.054;22.896,25;126.688,5
09.07.2015;00:00;00:00;89.734,25;47.660;49.376,75;372.870,75;137.694;2.310,25;146.972,5;335.797;172.600,5;30.480,75;23.959,25;122.709,25
10.07.2015;00:00;00:00;90.102;47.376;22.914;215.243,75;200.968,5;2.404;153.994,75;330.701,25;207.760,75;28.177;25.730,5;126.376,25
11.07.2015;00:00;00:00;92.336,5;45.791,25;5.651,5;43.630,5;193.950;2.289,75;157.331,5;318.507;171.898,25;25.411,75;25.134,5;114.741
12.07.2015;00:00;00:00;92.527,5;44.706,25;11.963;101.833,25;140.937,5;2.247;154.393,25;335.896;111.361,5;24.893,75;17.085;95.537,75
13.07.2015;00:00;00:00;91.337,75;44.010,25;2.707;111.312;75.684,25;2.385,5;157.424;383.175,5;252.772,5;25.897;30.952,25;166.376,75
14.07.2015;00:00;00:00;91.091,25;46.137,25;1.972;115.347,75;108.583,5;2.420;157.281,75;383.020,75;279.159;25.403,75;27.500,75;175.934,5
15.07.2015;00:00;00:00;92.049,75;45.533,25;6.927,25;46.167,75;162.619,5;2.282;157.184,5;373.437,75;283.844,25;40.422;30.589;198.508,25
16.07.2015;00:00;00:00;92.082,25;45.070,25;7.481;30.693,5;183.513,25;2.345;155.645,5;357.600,5;283.319;40.093,5;37.933,25;196.024,5
17.07.2015;00:00;00:00;91.253;44.371;37.793,25;148.407,75;168.474,25;2.332,25;153.522,5;355.815;265.098,75;27.846,25;32.797,75;179.435,25
18.07.2015;00:00;00:00;91.930,5;44.210,75;27.817;127.152,25;148.599,75;2.179,75;153.407,75;351.624,75;205.230;26.334,25;24.351;117.825,25
19.07.2015;00:00;00:00;91.585,25;41.754,5;16.706,75;116.474,5;108.780,25;2.167,5;155.378,75;352.109;158.590;35.125,25;19.022,5;100.673,75
20.07.2015;00:00;00:00;90.157;43.225,75;15.827,75;110.661;145.534;2.366,75;154.806,25;383.832;233.139;49.842,75;34.855,75;164.527,25
21.07.2015;00:00;00:00;88.590;44.170;37.421,75;166.761,75;172.693,5;2.401,5;148.792,25;365.307,5;264.349,25;56.961,5;31.765,75;162.608,75
22.07.2015;00:00;00:00;89.044,5;43.724,25;14.400,75;68.519,75;165.599;2.438,5;150.936,5;398.677;277.226;65.358,5;20.835,25;179.008,75
23.07.2015;00:00;00:00;89.822,75;44.128,75;10.328;68.933;132.928,5;2.480,5;152.975,5;404.047,5;274.455,5;69.783,5;22.567,75;175.609,5
24.07.2015;00:00;00:00;90.694,75;43.569;10.409,75;74.287;169.176,5;2.490,25;174.189,25;384.870,75;251.373,25;49.009,5;26.915;166.014,5
25.07.2015;00:00;00:00;90.776,5;42.415,25;37.347;405.351,25;135.593,25;2.227,75;170.105,5;292.918,5;49.112,25;30.248,25;15.243,75;101.004,75
26.07.2015;00:00;00:00;90.503;41.215,25;27.926;245.750;177.346,75;2.257;164.869;274.977;57.138,25;37.022,75;23.509,5;97.306,25
27.07.2015;00:00;00:00;89.642,5;39.462,25;26.008;247.722;113.896;2.330,75;186.283,25;382.828,5;155.203,75;25.434,25;22.433,5;111.630,5
28.07.2015;00:00;00:00;88.924,5;39.918,75;37.309,75;394.006;123.038,25;2.241,25;182.843,25;358.624,75;95.416;31.038,5;23.460,5;98.557
29.07.2015;00:00;00:00;89.253,5;39.549;47.368,25;344.947;118.725;2.257,25;178.988,25;377.086,25;117.944,5;39.368;21.501;93.239,25
30.07.2015;00:00;00:00;89.678,25;41.001,75;52.908,5;334.285,25;151.512;2.258,5;177.096,25;361.922,25;119.212;43.813,75;22.346,25;86.384
31.07.2015;00:00;00:00;89.987;39.088,25;27.556;112.514,25;188.271,5;2.346,75;187.622,5;407.860;133.899,75;27.613,25;24.936,5;87.824
01.08.2015;00:00;00:00;88.882;37.143,75;4.535,5;58.927;157.697;2.253,5;185.608,25;372.276;78.492,25;32.308,5;25.862,75;85.284
02.08.2015;00:00;00:00;88.203,25;39.845,25;3.960;36.617;183.835,25;2.204,75;176.628,25;330.760;48.840,25;42.788;20.834,5;87.573,25
03.08.2015;00:00;00:00;88.370,5;39.499,5;22.996;102.528,25;203.408,25;2.170,25;186.830,25;389.429,25;158.360,5;26.479,25;30.937,25;109.881
04.08.2015;00:00;00:00;87.616;39.605,75;13.808,25;153.487,5;139.899,75;2.221,75;188.275,5;388.384,5;221.276;28.164,25;22.645,75;112.758,5
05.08.2015;00:00;00:00;88.262;41.123;10.566,5;54.508;194.809;2.237,5;189.266;393.377;252.300;24.681,25;25.192,25;110.401,5
06.08.2015;00:00;00:00;88.661,75;41.190,5;17.846;81.220;190.601,5;2.194;188.083,75;385.273,25;262.892,75;23.514,5;33.426,25;115.849,25
07.08.2015;00:00;00:00;88.408,75;40.427,5;3.273;69.198,25;176.365,25;2.131,5;200.423;386.070,75;273.294,75;25.864,25;27.524,5;110.807,75
08.08.2015;00:00;00:00;89.192,5;40.438,5;7.884,25;121.174;157.084;1.988,25;199.568,5;353.650,25;132.633,75;28.359,25;22.139;91.578,5
09.08.2015;00:00;00:00;89.308,5;39.368,25;2.431;65.743;171.796,75;1.889;207.397,5;342.596,75;89.138,75;31.342;24.222,25;86.137
10.08.2015;00:00;00:00;88.761,25;40.724,5;2.987,25;72.776,5;149.189,5;2.162,75;214.911;382.184,75;248.397,5;24.709,75;35.812,75;109.472,5
11.08.2015;00:00;00:00;87.966,25;41.849,5;3.992,25;78.365;166.505,5;2.212,25;217.792,5;382.863,75;292.769,25;24.389;30.663,75;117.576
12.08.2015;00:00;00:00;88.764;41.182,75;6.187,75;69.161,5;154.921,25;2.155,5;218.576,75;387.138,75;316.812;26.414,5;27.560;120.435,75
13.08.2015;00:00;00:00;89.034,75;38.838;32.308,5;158.313;182.843,5;2.162;233.095,5;376.479,5;274.749,75;33.929,75;21.206,5;105.132,75
14.08.2015;00:00;00:00;89.117,75;37.900,25;35.026,75;174.742;146.496;2.186,25;239.852,5;361.568;246.148,25;27.482,75;24.574;104.068
15.08.2015;00:00;00:00;89.143;37.490;8.104,25;61.800,75;121.590,25;2.076,5;248.789,75;322.192,75;173.262,5;30.370,25;19.002,5;86.110,75
16.08.2015;00:00;00:00;88.903,25;38.797,25;19.145,5;72.583,5;56.385,75;2.041,25;252.442;310.469,5;149.385;34.295;11.441,25;89.473,75
17.08.2015;00:00;00:00;89.313,25;41.627,5;24.232,75;115.278,5;49.826,25;2.113;253.164,25;376.461;237.353,5;30.173;28.999,5;127.384,5
18.08.2015;00:00;00:00;90.391;43.765,25;25.358;90.762;94.327,5;2.130,25;253.495,25;382.902,5;261.598;23.198,5;25.635,25;129.369,25
19.08.2015;00:00;00:00;90.633,75;43.310,75;7.516,5;27.790,75;104.524;2.127,75;254.817,25;415.275,5;253.869,75;23.078,75;24.020,5;127.675
20.08.2015;00:00;00:00;91.024,5;43.762,75;3.796;22.609,25;123.529,25;2.116,5;253.930,75;418.866,5;273.452,5;21.460,25;20.834,25;123.106,25
21.08.2015;00:00;00:00;91.515,5;40.020;8.559;42.197;173.469,25;2.105,5;240.423,25;416.273;242.863,5;24.579,5;22.825,5;109.803
22.08.2015;00:00;00:00;91.308,5;36.996,25;22.112,75;95.013,75;186.346,75;1.810,25;250.049,5;390.368;101.922,25;23.083,75;19.507;83.025,75
23.08.2015;00:00;00:00;91.184,25;34.285;48.513,5;248.168,25;171.316,75;1.799,25;235.772,25;317.846,25;50.668,25;22.200,5;22.516,75;88.123,25
24.08.2015;00:00;00:00;91.406;33.299,25;33.374,25;221.302,75;120.085,25;2.208,25;247.707,5;404.601,75;193.070,5;24.714,5;28.851,5;108.456,5
25.08.2015;00:00;00:00;90.677;36.485,75;49.973;351.305,75;127.302;2.250,75;242.005,25;369.354,5;155.283;24.043;26.295,5;113.171
26.08.2015;00:00;00:00;91.211;38.503,5;52.252,25;232.381,25;180.242,5;2.253,25;242.533,5;402.496,25;198.035,25;22.062;23.649,5;108.156
27.08.2015;00:00;00:00;91.247;38.317,25;43.390,5;194.794,25;119.739,5;2.248;247.130,5;392.138;264.777,25;22.193;32.812,5;114.680,25
28.08.2015;00:00;00:00;91.660,25;38.685;22.164,25;68.404,75;107.128,75;2.160,25;251.412,5;398.004,5;343.916,5;34.220,25;31.218;111.026
29.08.2015;00:00;00:00;90.989;37.302,25;13.413;28.552,75;172.191,5;1.778,75;250.378;399.092,75;170.404,5;31.530,75;23.660,25;100.693,25
30.08.2015;00:00;00:00;91.333,5;34.355,25;5.002,5;38.570;162.396,25;1.765;248.220,5;366.891,5;122.391,25;30.750,25;23.119,25;90.488,5
31.08.2015;00:00;00:00;90.458;35.328;16.268,25;78.775;166.717,25;2.014,25;248.900,25;374.879,25;320.576,25;31.909,5;46.144,25;112.852
01.09.2015;00:00;00:00;90.532,5;38.358,75;45.362;169.191;94.595,5;2.036,75;250.476,25;358.430,25;348.013,5;40.904,25;29.846;121.820,75
02.09.2015;00:00;00:00;90.828,75;39.312,25;55.391,75;139.936,5;120.105;2.013,25;252.864;386.878,75;301.666,25;22.318;23.469,75;171.922,75
03.09.2015;00:00;00:00;91.341;39.213,5;51.440,75;60.937,75;91.535,5;1.994;250.230,25;395.783,75;344.939,25;35.695,5;28.790,5;128.997
04.09.2015;00:00;00:00;91.866,75;43.017,75;35.458,75;185.877,25;123.201;1.965,5;251.945,75;384.412,75;276.820,5;21.677,25;24.222,75;131.713
05.09.2015;00:00;00:00;92.042;40.010;46.857,75;389.602,75;95.646,25;2.003,25;242.819,5;303.601,5;61.527,75;22.748,5;23.380,25;92.270,5
06.09.2015;00:00;00:00;92.457;40.508;40.376,25;458.040,25;97.597,75;2.009,75;210.430,75;238.293,75;50.793,75;19.645,75;17.439,75;101.112
07.09.2015;00:00;00:00;92.086,25;37.257,5;22.301,75;139.803;89.034,5;2.103,5;252.832,25;391.034;282.896,25;23.661,75;26.983,5;117.954,5
08.09.2015;00:00;00:00;91.980;38.357;11.571,75;69.665,75;117.961,25;2.122,5;252.415,75;428.175,5;343.414,75;24.059,25;25.944;121.169,75
09.09.2015;00:00;00:00;92.178,75;36.326;5.157,75;83.773,75;142.308,25;2.141,25;252.758,75;448.891,25;329.660,75;29.310,5;19.709,25;118.220,75
10.09.2015;00:00;00:00;92.361,75;35.106,5;16.624,75;130.173;141.591,5;2.228;252.322,25;435.335,5;279.040,75;25.255;24.129,5;119.867,5
11.09.2015;00:00;00:00;93.806;34.886;32.165;117.658,75;138.020,25;2.242,5;251.336,5;431.158,75;268.119,25;24.639;29.461;108.476,5
12.09.2015;00:00;00:00;94.777,75;33.543,5;27.647;117.242,25;131.438;1.992,75;250.851,75;410.380;193.317,5;22.498;17.900,75;84.464,5
13.09.2015;00:00;00:00;94.369,25;30.490;16.807,75;113.834,5;96.787,5;1.896;240.394;416.142,5;131.324;21.659,25;13.265;78.524,75
14.09.2015;00:00;00:00;94.157,5;32.278,25;25.995,75;192.470,25;70.733;1.970,25;247.540,25;431.489,5;257.513,75;24.122,5;29.003,75;112.979
15.09.2015;00:00;00:00;93.538,25;39.158,75;53.067,5;309.350,5;95.002,5;1.954,25;250.891,75;387.040,25;195.537,25;30.397,75;23.054,75;108.329,75
16.09.2015;00:00;00:00;93.212,75;37.554,5;37.471,25;267.351;70.322,75;2.008,5;249.725,75;419.185,5;239.973;33.142;25.629,25;405.787
17.09.2015;00:00;00:00;92.594,25;36.770;53.627,5;391.476;76.104,5;1.982,25;238.955,5;379.446,5;194.574,5;42.710;18.598,5;111.691,25
18.09.2015;00:00;00:00;92.786,25;37.116,5;25.849,5;172.997,5;111.527,75;2.053,5;249.873,5;426.199,75;281.077,25;23.905,5;21.938,25;109.922,25
19.09.2015;00:00;00:00;92.993,75;35.489;10.885,75;76.718,75;105.756,5;1.937,75;250.695,25;439.772,25;172.295;21.780,75;23.387;491.341
20.09.2015;00:00;00:00;92.635,25;33.017,75;26.053;140.167,25;90.975,25;1.958,25;248.258,25;421.317,25;91.608,5;21.986,75;15.393;76.898,25
21.09.2015;00:00;00:00;92.471,5;31.812,5;18.042,5;71.340;133.641,75;2.221;249.817;438.085,75;316.346,5;40.277,75;27.241;114.519,25
22.09.2015;00:00;00:00;92.546,25;33.554,75;27.265,25;152.469,25;66.472,25;2.207;247.460,5;412.417,75;342.632,75;37.890,5;24.406,75;119.422
23.09.2015;00:00;00:00;93.403,5;36.756,25;2.167,25;75.820,25;64.207;2.357;251.582;443.341,5;388.991;52.211;30.659;115.643,75
24.09.2015;00:00;00:00;92.805;37.948,5;35.153,25;157.344,5;99.773;2.208,75;247.256,25;419.513,5;311.845,25;37.885,75;21.940,75;113.215
25.09.2015;00:00;00:00;93.162,5;36.494,5;25.134,5;60.488;104.588,5;2.304,25;236.004;441.946,25;350.781;33.878,5;30.750;112.626,25
26.09.2015;00:00;00:00;93.676,5;35.069,75;6.739,25;57.646,75;94.858,5;2.308,75;221.873,25;429.081;260.299;22.690;21.408,25;83.951,5
27.09.2015;00:00;00:00;93.933,75;31.862,75;6.856,5;84.852,25;130.183,75;2.266,5;221.354,25;421.092,25;136.771;22.965;19.260;80.017,25
28.09.2015;00:00;00:00;94.387;31.740,75;2.541,5;83.345,5;130.786,5;2.490,5;222.612;443.644,75;331.334,25;33.073,5;31.343,25;118.387,25
29.09.2015;00:00;00:00;94.004;34.661,75;1.801,75;163.113,25;142.000,5;2.490,5;223.464,5;428.696,75;325.359,75;33.368,25;29.815,25;290.363,25
30.09.2015;00:00;00:00;93.100,75;33.542,5;2.586,5;146.542,75;159.769,75;2.464;223.386,75;434.234;343.423,25;34.042,5;33.353,25;120.321,75
01.10.2015;00:00;00:00;92.475,5;32.037,75;4.214,75;103.322,5;169.808;2.031;223.653,25;426.387;365.198;27.439;29.846;123.220,5
02.10.2015;00:00;00:00;92.584,5;29.878,5;5.392;71.689,25;160.641;2.097;223.610,5;430.142;384.011;24.288,5;31.760,5;123.100
03.10.2015;00:00;00:00;93.039,25;29.876,75;6.509,25;58.469,75;134.111,75;2.099,5;222.598;407.282;216.858,5;24.735;24.889,75;86.493,75
04.10.2015;00:00;00:00;93.024,5;28.225,5;6.293,75;49.201;72.106,75;2.076,75;221.415,75;419.787,25;200.254,25;22.882,25;20.047,25;86.439
05.10.2015;00:00;00:00;93.471;28.538;22.887,75;94.152;101.552,75;2.025,25;219.754,75;420.037,25;338.782,5;29.586,75;28.483,25;108.213
06.10.2015;00:00;00:00;93.930;33.211,5;59.658,75;233.524,5;56.156,25;2.003,25;186.235,25;409.419,75;326.447,25;53.657,5;25.378,75;130.580,25
07.10.2015;00:00;00:00;94.135,25;35.618;41.136,25;167.183;37.457,25;2.049,75;191.239,5;410.042,5;345.026;60.594,5;29.445,25;122.156
08.10.2015;00:00;00:00;94.951,5;39.213,75;15.636,25;43.872;44.709,5;2.102;194.268,75;435.959,75;367.430,25;75.692;28.851,5;124.796,5
09.10.2015;00:00;00:00;94.784,5;37.356,75;6.674;37.421;60.436,25;2.198,5;194.171;443.800,25;351.865,5;70.435;27.658,5;128.829,75
10.10.2015;00:00;00:00;95.038;34.707,75;26.065;154.841,25;72.660,5;2.172,5;191.794,75;432.700,75;232.143;26.867,25;19.850,5;89.825,5
11.10.2015;00:00;00:00;94.874,25;30.277;56.997;267.702;111.137,25;1.942,5;185.662,75;408.338,75;80.935,75;23.144,75;18.720,75;83.808,5
12.10.2015;00:00;00:00;95.435;27.552,5;49.690,75;176.056,5;119.868,75;2.175,25;190.002,5;425.450;281.815;41.222;28.051,75;136.269
13.10.2015;00:00;00:00;95.507;30.474,75;41.860;92.499,25;44.310;2.210,75;191.173,5;433.504;358.394,25;79.626,25;39.487,75;163.771,75
14.10.2015;00:00;00:00;95.540,75;33.953,75;58.198;75.796,75;22.928,5;2.230,25;188.252;432.683;371.685;96.212,75;29.705,25;168.680
15.10.2015;00:00;00:00;95.343,75;35.192,75;55.160,5;117.760,75;13.683;2.245,75;189.621,25;406.736,5;372.569,75;106.437;28.916;166.523,25
16.10.2015;00:00;00:00;94.918;36.384,5;54.685,5;35.579;16.653,5;2.269,5;194.987;390.528;406.679;97.450,25;34.510,5;163.446,75
17.10.2015;00:00;00:00;95.062;35.079,75;18.162,75;10.383,75;30.161,5;2.260,5;195.398,75;373.026,75;348.733,25;46.815,5;19.552,25;134.068,5
18.10.2015;00:00;00:00;94.975,25;32.585,5;12.551;18.536,75;29.224,75;2.230,25;195.294;368.488,25;309.911,25;29.603;19.587,25;106.871,25
19.10.2015;00:00;00:00;95.330,5;33.283,25;4.820;17.571,5;37.181,25;2.101,75;194.707,25;403.443,5;381.021,5;81.524,25;31.559,5;159.209
20.10.2015;00:00;00:00;96.359,75;34.514,75;1.960;24.324,25;35.196,5;1.965,25;194.887,75;422.525,5;374.541,25;81.962,75;27.524;158.864
21.10.2015;00:00;00:00;96.293,25;34.541,5;38.933;76.030,5;42.148,75;2.233;221.766;430.919,75;357.126;73.103,5;31.776,5;152.589,5
22.10.2015;00:00;00:00;95.928;31.785,5;54.439,25;204.215,25;36.772,75;2.357,75;222.251,75;415.601;350.648,5;48.089,5;27.791,5;147.498,75
23.10.2015;00:00;00:00;96.033,75;31.313,5;31.462,75;152.957,75;62.098;2.325,5;225.399,25;390.335,25;339.993,25;54.582,5;32.909,75;144.257,75
24.10.2015;00:00;00:00;97.001,75;31.312,75;41.229,25;92.099,5;65.284,5;2.240,75;249.490;407.832;247.971;33.840;20.368,75;133.914,25
25.10.2015;00:00;00:00;101.354,5;30.584,5;28.327,75;93.321,25;40.375,75;2.313,5;265.692;429.658,25;187.054,25;28.835,75;20.018,75;331.426
26.10.2015;00:00;00:00;97.171,5;30.523,25;21.293,5;113.701;77.656,25;2.352,5;258.562,5;414.880;315.586,5;53.844,5;27.399;142.900,25
27.10.2015;00:00;00:00;95.777,5;30.635,25;26.584;137.088;64.448,25;2.310,25;256.902,75;417.496,5;334.555,5;58.762,75;32.121,75;144.080
28.10.2015;00:00;00:00;94.439;28.550,5;37.821,5;128.440,25;50.587,25;2.263,25;253.100;422.404,75;320.122,25;75.224,75;27.233,5;146.252,25
29.10.2015;00:00;00:00;95.370,75;29.959,5;6.270;28.269;30.313,5;2.277,25;258.681;424.080,5;344.333,5;108.996,75;41.777;153.842,25
30.10.2015;00:00;00:00;97.054,25;31.049,25;23.095;61.640,75;34.646,5;2.271,75;258.947,5;417.276;341.231;86.496,25;20.728;153.671,25
31.10.2015;00:00;00:00;97.231,25;28.852;30.191,25;157.230,75;72.030,75;2.272,25;254.818,75;387.935,75;203.381,25;37.413;16.698,75;105.752
01.11.2015;00:00;00:00;96.208,25;25.963,25;3.017,25;80.399;87.092,5;2.346,75;257.119;394.366,75;158.700;38.342,25;17.624;85.205,25
02.11.2015;00:00;00:00;95.520,25;25.733;2.545;33.729,5;80.937,25;2.612,5;256.261;423.060;314.397;76.230,5;27.037,25;149.954
03.11.2015;00:00;00:00;95.934,25;26.341,25;4.224,75;23.876,25;79.487,75;2.898,25;257.139,25;418.621,25;372.983,5;88.457;30.245,75;167.044,25
04.11.2015;00:00;00:00;95.902;26.951,25;11.985,25;73.628,75;60.406;2.919,25;255.829;415.620,25;362.874,75;82.172,75;24.646;167.048,75
05.11.2015;00:00;00:00;95.741;26.913;25.959;76.045,75;67.525,75;2.694;255.889,75;397.034,75;357.524,75;75.762;20.838,25;150.348,75
06.11.2015;00:00;00:00;96.129,75;26.603,75;39.368;171.464,5;40.380,5;2.402,5;251.633;399.998,75;325.179,5;49.128,25;21.045;141.408,5
07.11.2015;00:00;00:00;96.008;25.873,75;52.232;287.437,75;28.780,75;1.882,25;245.439,25;389.475,75;169.294,5;33.595;21.222,5;108.052
08.11.2015;00:00;00:00;96.609,75;23.255,5;48.035;275.020,5;68.163;1.791,75;240.075,75;325.711;104.612,25;31.347,75;25.677,75;91.340,25
09.11.2015;00:00;00:00;95.793;23.570,25;65.466;505.473,5;33.545,5;1.851,25;238.969;312.513,5;187.502,75;39.839,25;32.502;108.817,25
10.11.2015;00:00;00:00;95.274;24.519,75;66.739,25;527.157,5;33.651,75;1.696,25;240.567,25;281.687;201.175,75;57.981,5;24.455,5;108.894
11.11.2015;00:00;00:00;94.745,75;24.357,75;67.601,75;322.908,5;44.773,5;1.966,75;247.617,25;373.126,75;285.486,25;56.259,25;23.655;134.791,5
12.11.2015;00:00;00:00;95.577,75;24.698,5;58.719;229.355;47.089;2.043,75;248.139;373.491,25;326.482;78.554,25;28.470,5;142.731
13.11.2015;00:00;00:00;95.964,75;25.910,5;63.715;388.542,25;36.629;1.768,75;246.621;344.280;249.894,25;47.727;24.909,25;135.979,75
14.11.2015;00:00;00:00;95.570,75;25.314,75;60.124,25;525.075,75;41.390,25;1.654,5;248.010,25;272.927;77.510,5;37.441,25;25.542,75;104.164,25
15.11.2015;00:00;00:00;95.493,5;24.331,5;22.061,25;509.004,5;21.280;1.546,25;242.941,75;318.688,75;57.499,5;30.862;23.044;106.306,25
16.11.2015;00:00;00:00;95.898,5;23.592,75;57.403;378.139,25;45.787,5;1.799,75;247.057,5;376.523,75;217.412;54.948,25;26.162,25;120.488,5
17.11.2015;00:00;00:00;96.505;25.322;49.961,5;428.771,75;15.269,5;1.801;251.903;388.949,5;238.966,5;58.740,25;28.927,75;133.151,5
18.11.2015;00:00;00:00;95.894,25;24.946,75;57.819,25;632.262,75;42.715,5;1.753,5;238.770,75;299.451,5;128.712,5;56.972;32.436,25;111.668
19.11.2015;00:00;00:00;96.145;23.482,25;53.413,25;611.417,25;30.483,5;1.706;248.950,75;301.973,25;139.833;62.878,5;29.654,25;108.018
20.11.2015;00:00;00:00;95.615,5;27.206,25;33.428,75;281.717;12.019,5;1.842;252.373,25;409.615;294.202,75;80.066,5;29.131,75;139.099,5
21.11.2015;00:00;00:00;96.685;37.007,25;37.923,75;158.621;28.132,5;2.624;256.660;445.246,75;224.179,25;44.151,5;26.653,75;113.269,5
22.11.2015;00:00;00:00;96.924,25;30.836,75;53.811,25;241.014,5;22.312,75;3.023;250.805,5;436.984,5;142.975,75;57.399,5;21.623,5;103.459,5
23.11.2015;00:00;00:00;96.725;29.205,75;30.536;124.040,5;26.795,25;3.053,75;258.019,5;439.717,75;331.533,75;110.794,5;33.258,25;163.929
24.11.2015;00:00;00:00;96.126,5;29.913;56.976;346.650,25;37.326,25;3.100,25;249.729;377.813,75;309.760,5;74.898,25;20.186;161.010,75
25.11.2015;00:00;00:00;95.882,25;31.239,75;25.577,25;158.258,75;11.463,75;3.061,25;259.084,25;408.484,5;369.012,25;119.440,75;40.464,75;169.526,75
